206,Warcraft III: Reign of Chaos,https://www.igdb.com/games/warcraft-iii-reign-of-chaos
207,Phantasy Star IV,https://www.igdb.com/games/phantasy-star-iv-the-end-of-the-millennium
208,Horizon: Zero Dawn,https://www.igdb.com/games/horizon-zero-dawn
209,Mass Effect,https://www.igdb.com/games/mass-effect
210,Ultima IV: Quest of the Avatar,https://www.igdb.com/games/ultima-quest-of-the-avatar
211,OutRun,https://www.igdb.com/games/outrun
212,Bayonetta,https://www.igdb.com/games/bayonetta
213,Duke Nukem 3D,https://www.igdb.com/games/duke-nukem-3d
214,Dance Dance Revolution (Series),https://www.igdb.com/games/dance-dance-revolution
215,Out of This World (AKA Another World),https://www.igdb.com/games/another-world
216,Sam & Max Hit the Road,https://www.igdb.com/games/sam-max-hit-the-road
217,StarCraft II: Wings of Liberty,https://www.igdb.com/games/starcraft-ii-wings-of-liberty
218,Jet Grind Radio (AKA Jet Set Radio),https://www.igdb.com/games/jet-set-radio
219,Pro Evolution Soccer (Series),https://www.igdb.com/games/pro-evolution-soccer
220,Ikaruga,https://www.igdb.com/games/ikaruga
221,Papers Please,https://www.igdb.com/games/papers-please
222,Star Fox,https://www.igdb.com/games/star-fox-64
223,Sonic CD,https://www.igdb.com/games/sonic-cd
224,Super Bomberman,https://www.igdb.com/games/super-bomberman
225,Street Fighter III,https://www.igdb.com/games/street-fighter-iii-3rd-strike
226,Thief II: The Metal Age,https://www.igdb.com/games/thief-ii-the-metal-age
227,Soul Calibur II,https://www.igdb.com/games/soulcalibur-ii
228,Ultima Underworld: The Stygian Abyss,https://www.igdb.com/games/ultima-underworld-the-stygian-abyss
229,"Witness, The",https://www.igdb.com/games/the-witness
230,Wipeout,https://www.igdb.com/games/wipeout
231,Star Wars: X-Wing,https://www.igdb.com/games/star-wars-x-wing
232,Bubble Bobble,https://www.igdb.com/games/bubble-bobble
233,Ultima VII: The Black Gate,https://www.igdb.com/games/ultima-vii-the-black-gate
234,WarioWare Inc: Mega Microgames!,https://www.igdb.com/games/warioware-inc-mega-microgames
235,Mega Man X,https://www.igdb.com/games/mega-man-x
236,Adventure,https://www.igdb.com/games/adventure
237,Speedball 2: Brutal Deluxe,https://www.igdb.com/games/speedball-2-brutal-deluxe
238,Max Payne,https://www.igdb.com/games/max-payne
239,Pokemon Gold/Silver/Crystal,https://www.igdb.com/games/pokemon-gold
240,Gears of War 2,https://www.igdb.com/games/gears-of-war-2
241,Super Mario Bros. 2,https://www.igdb.com/games/super-mario-bros-2
242,Panzer Dragoon Saga,https://www.igdb.com/games/panzer-dragoon-saga
243,Dune II: The Building of a Dynasty,https://www.igdb.com/games/dune-ii-the-building-of-a-dynasty
244,Banjo-Kazooie,https://www.igdb.com/games/banjo-kazooie
245,Hitman: Blood Money,https://www.igdb.com/games/hitman-blood-money
246,Nights Into Dreams,https://www.igdb.com/games/nights-into-dreams-dot-dot-dot--1
247,Dragon Warrior,https://www.igdb.com/games/dragon-warrior
248,Geometry Wars: Retro Evolved,https://www.igdb.com/games/geometry-wars-retro-evolved
249,Super Mario RPG: Legend of the Seven Stars,https://www.igdb.com/games/super-mario-rpg-legend-of-the-seven-stars
250,Fire Emblem: Awakening,https://www.igdb.com/games/fire-emblem-awakening
251,Beyond Good & Evil,https://www.igdb.com/games/beyond-good-evil
252,Sega Rally Championship,https://www.igdb.com/games/sega-rally-championship
253,Lode Runner,https://www.igdb.com/games/lode-runner
254,Pirates!,https://www.igdb.com/games/sid-meiers-pirates
255,Dragon Quest VIII: Journey of the Cursed King,https://www.igdb.com/games/dragon-quest-viii-journey-of-the-cursed-king
256,Unreal Tournament,https://www.igdb.com/games/unreal-tournament
257,Angry Birds,https://www.igdb.com/games/angry-birds
258,Arkanoid,https://www.igdb.com/games/arkanoid
259,Wing Commander,https://www.igdb.com/games/wing-commander
260,"Stanley Parable, The",https://www.igdb.com/games/the-stanley-parable
261,Persona 5 (2017) / Person 5 Royal (2020),https://www.igdb.com/games/persona-5
262,Suikoden II,https://www.igdb.com/games/suikoden-ii
263,Final Fantasy,https://www.igdb.com/games/final-fantasy
264,Populous,https://www.igdb.com/games/populous
265,Virtua Fighter 2,https://www.igdb.com/games/virtua-fighter-2
266,R-Type,https://www.igdb.com/games/r-type
267,Borderlands 2,https://www.igdb.com/games/borderlands-2
268,Quake II,https://www.igdb.com/games/quake-ii
269,Gunstar Heroes,https://www.igdb.com/games/gunstar-heroes
270,Demon's Souls,https://www.igdb.com/games/demon-s-souls
271,Contra III: The Alien Wars (AKA Super Probotector),https://www.igdb.com/games/contra-iii-the-alien-wars
272,Her Story,https://www.igdb.com/games/her-story
273,Crazy Taxi,https://www.igdb.com/games/crazy-taxi
274,Super Smash Bros.,https://www.igdb.com/games/super-smash-bros
275,Age of Empires,https://www.igdb.com/games/age-of-empires
276,Herzog Zwei,https://www.igdb.com/games/herzog-zwei
277,Perfect Dark,https://www.igdb.com/games/perfect-dark
278,Joust,https://www.igdb.com/games/joust
279,Missile Command,https://www.igdb.com/games/missile-command
280,Marble Madness,https://www.igdb.com/games/marble-madness
281,Deltarune,https://www.igdb.com/games/deltarune
282,God of War II,https://www.igdb.com/games/god-of-war-ii
283,Baldur's Gate,https://www.igdb.com/games/baldur-s-gate
284,Frogger,https://www.igdb.com/games/frogger
285,Worms Armageddon,https://www.igdb.com/games/worms-armageddon
286,Devil May Cry,https://www.igdb.com/games/devil-may-cry
287,Devil May Cry 3: Dante's Awakening,https://www.igdb.com/games/devil-may-cry-3-dante-s-awakening
288,Wave Race 64,https://www.igdb.com/games/wave-race-64
289,Company of Heroes,https://www.igdb.com/games/company-of-heroes
290,MULE,https://www.igdb.com/games/mule
291,Silent Hill,https://www.igdb.com/games/silent-hill
292,Star Control II,https://www.igdb.com/games/star-control-ii
